
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
30,12,2020,Romania,Stirbei_Voda_nr2,petrecere,100,2,Tapirdea,Alexandru,24
